Title;J120
Description;Dataset proposed in the paper Kolisch, R. and A. Sprecher (1996): PSPLIB - A project scheduling library, European Journal of Operational Research, Vol. 96,pp. 205--216.
Number;600
Format;sm
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
21;j1203_1.sm;0;0;80;10;150;80;3;12000;80;10;150;79;653;120;1,475;0,183;0,109;0,377;0,007;0,790;0,233;4;0,250;1,000;0,302;0,293;0;0,000;0,000;0,000;0,000;1,000
22;j1203_2.sm;0;0;88;CPM;0;88;7;90;88;7;90;88;631;120;1,475;0,179;0,109;0,351;0,006;0,783;0,292;4;0,250;1,000;0,305;0,289;0;0,000;0,000;0,000;0,000;1,000
23;j1203_3.sm;0;0;100;CPM;0;100;1;3210;100;1;3210;100;648;120;1,475;0,180;0,134;0,533;0,003;0,787;0,377;4;0,250;1,000;0,293;0,269;0;0,000;0,000;0,000;0,000;1,000
24;j1203_4.sm;0;0;71;CPM;0;71;3;12000;71;10;50;71;640;120;1,475;0,161;0,092;0,354;0,003;0,765;0,230;4;0,250;1,000;0,300;0,247;0;0,000;0,000;0,000;0,000;1,000
25;j1203_5.sm;0;0;84;2;49;84;7;2280;84;7;2280;81;606;120;1,475;0,186;0,126;0,415;0,003;0,763;0,244;4;0,250;1,000;0,303;0,283;0;0,000;0,000;0,000;0,000;1,000
26;j1203_6.sm;0;0;102;CPM;0;102;1;0;102;1;0;102;640;120;1,475;0,209;0,126;0,385;0,002;0,720;0,267;4;0,250;1,000;0,301;0,276;0;0,000;0,000;0,000;0,000;1,000
27;j1203_7.sm;0;0;93;CPM;0;93;7;8200;93;7;8200;93;616;120;1,475;0,192;0,109;0,402;0,003;0,776;0,218;4;0,250;1,000;0,305;0,307;0;0,000;0,000;0,000;0,000;1,000
28;j1203_8.sm;0;0;77;CPM;0;77;7;1580;77;7;1580;77;653;120;1,475;0,188;0,118;0,367;0,003;0,783;0,272;4;0,250;1,000;0,303;0,294;0;0,000;0,000;0,000;0,000;1,000
29;j1203_9.sm;0;0;86;CPM;0;86;1;0;86;1;0;86;638;120;1,475;0,178;0,134;0,471;0,005;0,754;0,421;4;0,250;1,000;0,306;0,271;0;0,000;0,000;0,000;0,000;1,000
30;j1203_10.sm;0;0;103;CPM;0;103;1;0;103;1;0;103;678;120;1,475;0,190;0,126;0,349;0,007;0,739;0,326;4;0,250;1,000;0,312;0,299;0;0,000;0,000;0,000;0,000;1,000
31;j1204_1.sm;0;0;74;2;50;74;1;3600000;74;7;0;70;638;120;1,475;0,175;0,109;0,366;0,002;0,744;0,285;4;0,250;1,000;0,410;0,244;0;0,000;0,000;0,000;0,000;1,000
32;j1204_2.sm;0;0;107;CPM;0;107;1;0;107;1;0;107;656;120;1,475;0,217;0,143;0,381;0,005;0,752;0,360;4;0,250;1,000;0,403;0,268;0;0,000;0,000;0,000;0,000;1,000
33;j1204_3.sm;0;0;95;2;54;95;7;270;95;7;270;91;657;120;1,475;0,197;0,118;0,357;0,005;0,773;0,255;4;0,250;1,000;0,383;0,305;0;0,000;0,000;0,000;0,000;1,000
34;j1204_4.sm;0;0;75;CPM;0;75;7;690;75;7;690;75;648;120;1,475;0,176;0,109;0,402;0,005;0,801;0,252;4;0,250;1,000;0,394;0,263;0;0,000;0,000;0,000;0,000;1,000
35;j1204_5.sm;0;0;74;CPM;0;74;7;350;74;7;350;74;676;120;1,475;0,161;0,109;0,340;0,004;0,769;0,300;4;0,250;1,000;0,393;0,269;0;0,000;0,000;0,000;0,000;1,000
36;j1204_6.sm;0;0;90;2;54;90;7;250;90;7;250;85;683;120;1,475;0,166;0,109;0,412;0,009;0,801;0,308;4;0,250;1,000;0,405;0,257;0;0,000;0,000;0,000;0,000;1,000
37;j1204_7.sm;0;0;81;CPM;0;81;7;550;81;7;550;81;659;120;1,475;0,189;0,118;0,367;0,005;0,769;0,293;4;0,250;1,000;0,392;0,257;0;0,000;0,000;0,000;0,000;1,000
38;j1204_8.sm;0;0;90;CPM;0;90;1;0;90;1;0;90;670;120;1,475;0,173;0,118;0,306;0,003;0,769;0,321;4;0,250;1,000;0,405;0,243;0;0,000;0,000;0,000;0,000;1,000
39;j1204_9.sm;0;0;79;CPM;0;79;7;20;79;7;20;79;637;120;1,475;0,174;0,101;0,282;0,004;0,774;0,253;4;0,250;1,000;0,394;0,253;0;0,000;0,000;0,000;0,000;1,000
40;j1204_10.sm;0;0;77;CPM;0;77;1;10;77;1;10;77;603;120;1,475;0,182;0,126;0,400;0,006;0,768;0,366;4;0,250;1,000;0,402;0,236;0;0,000;0,000;0,000;0,000;1,000
41;j1205_1.sm;0;0;92;CPM;0;92;1;0;92;1;0;92;656;120;1,475;0,171;0,126;0,379;0,006;0,769;0,367;4;0,250;1,000;0,508;0,236;0;0,000;0,000;0,000;0,000;1,000
42;j1205_2.sm;0;0;80;CPM;0;80;1;10;80;1;10;80;694;120;1,475;0,179;0,109;0,319;0,006;0,765;0,213;4;0,250;1,000;0,502;0,219;0;0,000;0,000;0,000;0,000;1,000
43;j1205_3.sm;0;0;72;CPM;0;72;7;180;72;7;180;72;670;120;1,475;0,172;0,101;0,343;0,005;0,739;0,199;4;0,250;1,000;0,520;0,226;0;0,000;0,000;0,000;0,000;1,000
44;j1205_4.sm;0;0;97;CPM;0;97;1;0;97;1;0;97;656;120;1,475;0,164;0,126;0,462;0,003;0,783;0,417;4;0,250;1,000;0,497;0,216;0;0,000;0,000;0,000;0,000;1,000
45;j1205_5.sm;0;0;77;CPM;0;77;1;0;77;1;0;77;656;120;1,475;0,163;0,101;0,383;0,007;0,800;0,244;4;0,250;1,000;0,501;0,184;0;0,000;0,000;0,000;0,000;1,000
46;j1205_6.sm;0;0;88;CPM;0;88;7;250;88;7;250;88;678;120;1,475;0,187;0,126;0,405;0,003;0,762;0,351;4;0,250;1,000;0,493;0,238;0;0,000;0,000;0,000;0,000;1,000
47;j1205_7.sm;0;0;84;CPM;0;84;1;0;84;1;0;84;670;120;1,475;0,164;0,101;0,391;0,006;0,789;0,249;4;0,250;1,000;0,494;0,238;0;0,000;0,000;0,000;0,000;1,000
48;j1205_8.sm;0;0;78;CPM;0;78;7;90;78;7;90;78;666;120;1,475;0,174;0,101;0,414;0,008;0,812;0,252;4;0,250;1,000;0,503;0,217;0;0,000;0,000;0,000;0,000;1,000
49;j1205_9.sm;0;0;106;CPM;0;106;7;90;106;7;90;106;681;120;1,475;0,199;0,134;0,368;0,001;0,751;0,348;4;0,250;1,000;0,500;0,252;0;0,000;0,000;0,000;0,000;1,000
50;j1205_10.sm;0;0;92;CPM;0;92;1;20;92;1;20;92;659;120;1,475;0,174;0,134;0,481;0,005;0,797;0,401;4;0,250;1,000;0,514;0,231;0;0,000;0,000;0,000;0,000;1,000
51;j1206_1.sm;0;0;133;5;0;144;3;16000;0;0;0;75;627;120;1,475;0,173;0,109;0,300;0,008;0,754;0,282;4;0,502;2,008;0,096;0,383;0;0,000;0,000;0,000;0,000;1,000
52;j1206_2.sm;0;0;126;5;0;134;10;0;0;0;0;72;587;120;1,475;0,179;0,118;0,398;0,005;0,782;0,327;4;0,502;2,008;0,098;0,357;0;0,000;0,000;0,000;0,000;1,000
53;j1206_3.sm;0;0;135;2;47;135;3;13000;0;0;0;85;645;120;1,475;0,172;0,118;0,469;0,003;0,774;0,347;4;0,502;2,008;0,103;0,327;0;0,000;0,000;0,000;0,000;1,000
54;j1206_4.sm;0;0;153;10;20847000;153;10;20847000;153;10;20847000;98;589;120;1,475;0,194;0,134;0,304;0,003;0,729;0,350;4;0,502;2,008;0,095;0,383;0;0,000;0,000;0,000;0,000;1,000
55;j1206_5.sm;0;0;116;5;0;125;3;16000;0;0;0;72;653;120;1,475;0,161;0,101;0,393;0,006;0,765;0,280;4;0,502;2,008;0,097;0,306;0;0,000;0,000;0,000;0,000;1,000
56;j1206_6.sm;0;0;140;7;3600020;154;3;16000;0;0;0;71;696;120;1,475;0,185;0,101;0,330;0,005;0,771;0,211;4;0,502;2,008;0,100;0,354;0;0,000;0,000;0,000;0,000;1,000
57;j1206_7.sm;0;0;155;5;0;167;9;0;0;0;0;112;685;120;1,475;0,186;0,134;0,450;0,004;0,783;0,362;4;0,502;2,008;0,099;0,390;0;0,000;0,000;0,000;0,000;1,000
58;j1206_8.sm;0;0;140;4;0;147;10;0;0;0;0;103;659;120;1,475;0,167;0,118;0,418;0,005;0,786;0,341;4;0,502;2,008;0,099;0,342;0;0,000;0,000;0,000;0,000;1,000
59;j1206_9.sm;0;0;149;5;0;160;10;0;0;0;0;87;692;120;1,475;0,193;0,134;0,345;0,007;0,754;0,303;4;0,502;2,008;0,100;0,359;0;0,000;0,000;0,000;0,000;1,000
60;j1206_10.sm;0;0;157;5;0;171;3;17000;0;0;0;93;744;120;1,475;0,153;0,109;0,351;0,002;0,725;0,326;4;0,502;2,008;0,102;0,373;0;0,000;0,000;0,000;0,000;1,000
61;j1207_1.sm;0;0;98;5;0;102;3;1000;0;0;0;76;669;120;1,475;0,177;0,101;0,302;0,005;0,756;0,213;4;0,502;2,008;0,198;0,243;0;0,000;0,000;0,000;0,000;1,000
62;j1207_2.sm;0;0;113;4;0;113;10;5130000;113;10;5130000;98;612;120;1,475;0,182;0,109;0,341;0,009;0,819;0,242;4;0,502;2,008;0,200;0,283;0;0,000;0,000;0,000;0,000;1,000
63;j1207_3.sm;0;0;97;4;0;99;10;0;0;0;0;90;636;120;1,475;0,187;0,118;0,429;0,007;0,791;0,290;4;0,502;2,008;0,198;0,240;0;0,000;0,000;0,000;0,000;1,000
64;j1207_4.sm;0;0;106;7;3600020;112;3;16000;0;0;0;85;613;120;1,475;0,212;0,143;0,439;0,006;0,791;0,378;4;0,502;2,008;0,206;0,277;0;0,000;0,000;0,000;0,000;1,000
65;j1207_5.sm;0;0;126;5;0;130;8;14629;0;0;0;87;717;120;1,475;0,177;0,118;0,398;0,004;0,805;0,309;4;0,502;2,008;0,192;0,302;0;0,000;0,000;0,000;0,000;1,000
66;j1207_6.sm;0;0;115;4;0;124;3;16000;0;0;0;96;686;120;1,475;0,189;0,109;0,361;0,008;0,806;0,274;4;0,502;2,008;0,202;0,287;0;0,000;0,000;0,000;0,000;1,000
67;j1207_7.sm;0;0;113;5;0;117;10;0;0;0;0;93;687;120;1,475;0,184;0,118;0,388;0,003;0,758;0,302;4;0,502;2,008;0,200;0,265;0;0,000;0,000;0,000;0,000;1,000
68;j1207_8.sm;0;0;92;5;0;97;3;1000;0;0;0;65;602;120;1,475;0,165;0,109;0,356;0,005;0,749;0,313;4;0,502;2,008;0,194;0,268;0;0,000;0,000;0,000;0,000;1,000
69;j1207_9.sm;0;0;86;5;0;89;3;15000;0;0;0;79;639;120;1,475;0,183;0,101;0,383;0,006;0,806;0,227;4;0,502;2,008;0,198;0,230;0;0,000;0,000;0,000;0,000;1,000
70;j1207_10.sm;0;0;111;5;0;117;10;0;0;0;0;84;652;120;1,475;0,180;0,118;0,265;0,005;0,737;0,307;4;0,502;2,008;0,200;0,279;0;0,000;0,000;0,000;0,000;1,000
71;j1208_1.sm;0;0;95;CPM;0;95;3;13000;95;10;2070;95;691;120;1,475;0,181;0,109;0,372;0,005;0,768;0,268;4;0,502;2,008;0,304;0,194;0;0,000;0,000;0,000;0,000;1,000
72;j1208_2.sm;0;0;103;10;10381000;103;3;16000;103;10;10381000;90;690;120;1,475;0,190;0,118;0,378;0,005;0,767;0,252;4;0,502;2,008;0,303;0,223;0;0,000;0,000;0,000;0,000;1,000
73;j1208_3.sm;0;0;95;10;0;95;10;0;0;0;0;88;620;120;1,475;0,179;0,109;0,392;0,008;0,775;0,285;4;0,502;2,008;0,296;0,226;0;0,000;0,000;0,000;0,000;1,000
74;j1208_4.sm;0;0;91;4;0;94;3;16000;0;0;0;89;672;120;1,475;0,191;0,143;0,381;0,004;0,754;0,382;4;0,502;2,008;0,299;0,220;0;0,000;0,000;0,000;0,000;1,000
75;j1208_5.sm;0;0;99;7;3600020;103;10;0;0;0;0;91;680;120;1,475;0,165;0,109;0,356;0,009;0,768;0,282;4;0,502;2,008;0,301;0,232;0;0,000;0,000;0,000;0,000;1,000
76;j1208_6.sm;0;0;85;10;1318000;85;3;15000;85;10;1318000;82;618;120;1,475;0,154;0,101;0,414;0,006;0,800;0,283;4;0,502;2,008;0,304;0,224;0;0,000;0,000;0,000;0,000;1,000
77;j1208_7.sm;0;0;87;CPM;0;87;3;13000;0;0;0;87;644;120;1,475;0,160;0,101;0,393;0,005;0,817;0,273;4;0,502;2,008;0,306;0,203;0;0,000;0,000;0,000;0,000;1,000
78;j1208_8.sm;0;0;87;CPM;0;87;3;14000;0;0;0;87;644;120;1,475;0,166;0,118;0,378;0,003;0,745;0,348;4;0,502;2,008;0,298;0,190;0;0,000;0,000;0,000;0,000;1,000
79;j1208_9.sm;0;0;89;5;0;94;3;15000;0;0;0;83;660;120;1,475;0,188;0,126;0,441;0,006;0,782;0,311;4;0,502;2,008;0,301;0,202;0;0,000;0,000;0,000;0,000;1,000
80;j1208_10.sm;0;0;92;10;35931000;92;10;35931000;92;10;35931000;83;704;120;1,475;0,166;0,101;0,393;0,002;0,748;0,241;4;0,502;2,008;0,304;0,187;0;0,000;0,000;0,000;0,000;1,000
81;j1209_1.sm;0;0;88;CPM;0;88;7;229100;88;7;229100;88;665;120;1,475;0,182;0,118;0,429;0,004;0,778;0,328;4;0,502;2,008;0,396;0,181;0;0,000;0,000;0,000;0,000;1,000
82;j1209_2.sm;0;0;94;CPM;0;94;1;50;94;1;50;94;638;120;1,475;0,178;0,126;0,456;0,002;0,752;0,386;4;0,502;2,008;0,403;0,174;0;0,000;0,000;0,000;0,000;1,000
83;j1209_3.sm;0;0;87;CPM;0;87;7;310;87;7;310;87;656;120;1,475;0,155;0,092;0,343;0,005;0,792;0,204;4;0,502;2,008;0,398;0,193;0;0,000;0,000;0,000;0,000;1,000
84;j1209_4.sm;0;0;86;10;5530000;86;3;15000;86;10;5530000;80;687;120;1,475;0,182;0,118;0,306;0,005;0,751;0,278;4;0,502;2,008;0,403;0,187;0;0,000;0,000;0,000;0,000;1,000
85;j1209_5.sm;0;0;114;CPM;0;114;7;60;114;7;60;114;675;120;1,475;0,198;0,143;0,304;0,005;0,746;0,348;4;0,502;2,008;0,396;0,165;0;0,000;0,000;0,000;0,000;1,000
86;j1209_6.sm;0;0;98;CPM;0;98;3;13000;98;10;710;98;703;120;1,475;0,186;0,118;0,449;0,007;0,791;0,290;4;0,502;2,008;0,394;0,182;0;0,000;0,000;0,000;0,000;1,000
87;j1209_7.sm;0;0;80;CPM;0;80;7;550;80;7;550;80;665;120;1,475;0,166;0,101;0,373;0,003;0,795;0,245;4;0,502;2,008;0,403;0,158;0;0,000;0,000;0,000;0,000;1,000
88;j1209_8.sm;0;0;80;CPM;0;80;7;220;80;7;220;80;664;120;1,475;0,179;0,118;0,367;0,005;0,774;0,293;4;0,502;2,008;0,400;0,147;0;0,000;0,000;0,000;0,000;1,000
89;j1209_9.sm;0;0;87;CPM;0;87;3;13000;87;10;280;87;621;120;1,475;0,192;0,118;0,276;0,008;0,756;0,254;4;0,502;2,008;0,408;0,184;0;0,000;0,000;0,000;0,000;1,000
90;j1209_10.sm;0;0;84;CPM;0;84;7;60540;84;7;60540;84;668;120;1,475;0,163;0,101;0,386;0,005;0,768;0,274;4;0,502;2,008;0,402;0,180;0;0,000;0,000;0,000;0,000;1,000
91;j12010_1.sm;0;0;111;CPM;0;111;1;960520;111;1;960520;111;667;120;1,475;0,204;0,126;0,354;0,003;0,762;0,275;4;0,502;2,008;0,499;0,169;0;0,000;0,000;0,000;0,000;1,000
92;j12010_2.sm;0;0;91;CPM;0;91;1;50;91;1;50;91;647;120;1,475;0,175;0,109;0,315;0,005;0,763;0,260;4;0,502;2,008;0,495;0,135;0;0,000;0,000;0,000;0,000;1,000
93;j12010_3.sm;0;0;99;CPM;0;99;7;110;99;7;110;99;719;120;1,475;0,163;0,109;0,295;0,002;0,732;0,258;4;0,502;2,008;0,505;0,171;0;0,000;0,000;0,000;0,000;1,000
94;j12010_4.sm;0;0;95;CPM;0;95;7;720;95;7;720;95;679;120;1,475;0,188;0,118;0,327;0,005;0,768;0,267;4;0,502;2,008;0,499;0,174;0;0,000;0,000;0,000;0,000;1,000
95;j12010_5.sm;0;0;97;CPM;0;97;1;50;97;1;50;97;638;120;1,475;0,188;0,134;0,387;0,006;0,787;0,359;4;0,502;2,008;0,495;0,166;0;0,000;0,000;0,000;0,000;1,000
96;j12010_6.sm;0;0;92;CPM;0;92;7;60;92;7;60;92;635;120;1,475;0,191;0,118;0,306;0,003;0,731;0,279;4;0,502;2,008;0,503;0,143;0;0,000;0,000;0,000;0,000;1,000
97;j12010_7.sm;0;0;79;CPM;0;79;7;1170360;79;7;1170360;79;718;120;1,475;0,167;0,092;0,313;0,007;0,755;0,199;4;0,502;2,008;0,500;0,154;0;0,000;0,000;0,000;0,000;1,000
98;j12010_8.sm;0;0;114;CPM;0;114;7;50;114;7;50;114;717;120;1,475;0,197;0,143;0,353;0,004;0,730;0,374;4;0,502;2,008;0,501;0,195;0;0,000;0,000;0,000;0,000;1,000
99;j12010_9.sm;0;0;77;CPM;0;77;3;13000;77;10;30;77;655;120;1,475;0,177;0,101;0,391;0,005;0,805;0,228;4;0,502;2,008;0,496;0,125;0;0,000;0,000;0,000;0,000;1,000
100;j12010_10.sm;0;0;66;CPM;0;66;7;1020;66;7;1020;66;641;120;1,475;0,169;0,101;0,371;0,007;0,797;0,266;4;0,502;2,008;0,502;0,119;0;0,000;0,000;0,000;0,000;1,000
101;j12011_1.sm;0;0;157;7;3600020;171;10;0;0;0;0;90;632;120;1,475;0,180;0,109;0,361;0,004;0,758;0,261;4;0,750;3,000;0,104;0,300;0;0,000;0,000;0,000;0,000;1,000
102;j12011_2.sm;0;0;147;7;3600010;157;10;0;0;0;0;78;580;120;1,475;0,161;0,109;0,433;0,004;0,769;0,325;4;0,750;3,000;0,102;0,305;0;0,000;0,000;0,000;0,000;1,000
103;j12011_3.sm;0;0;188;5;0;202;10;0;0;0;0;93;675;120;1,475;0,174;0,109;0,372;0,007;0,797;0,239;4;0,750;3,000;0,098;0,337;0;0,000;0,000;0,000;0,000;1,000
104;j12011_4.sm;0;0;177;10;0;195;3;16000;0;0;0;96;666;120;1,475;0,189;0,118;0,408;0,004;0,804;0,286;4;0,750;3,000;0,100;0,322;0;0,000;0,000;0,000;0,000;1,000
105;j12011_5.sm;0;0;193;5;0;210;3;16000;0;0;0;97;681;120;1,475;0,191;0,134;0,429;0,005;0,788;0,348;4;0,750;3,000;0,101;0,337;0;0,000;0,000;0,000;0,000;1,000
106;j12011_6.sm;0;0;192;7;3600020;210;3;17000;0;0;0;91;684;120;1,475;0,183;0,109;0,335;0,004;0,792;0,226;4;0,750;3,000;0,097;0,332;0;0,000;0,000;0,000;0,000;1,000
107;j12011_7.sm;0;0;148;7;3600010;162;3;16000;0;0;0;82;581;120;1,475;0,203;0,109;0,331;0,007;0,757;0,254;4;0,750;3,000;0,104;0,321;0;0,000;0,000;0,000;0,000;1,000
108;j12011_8.sm;0;0;152;5;0;162;3;16000;0;0;0;95;651;120;1,475;0,175;0,126;0,338;0,002;0,745;0,340;4;0,750;3,000;0,100;0,285;0;0,000;0,000;0,000;0,000;1,000
109;j12011_9.sm;0;0;168;5;0;172;3;16000;0;0;0;76;648;120;1,475;0,167;0,109;0,311;0,003;0,774;0,266;4;0,750;3,000;0,101;0,279;0;0,000;0,000;0,000;0,000;1,000
110;j12011_10.sm;0;0;164;7;3600030;180;3;17000;0;0;0;90;660;120;1,475;0,169;0,109;0,388;0,004;0,743;0,276;4;0,750;3,000;0,099;0,303;0;0,000;0,000;0,000;0,000;1,000
111;j12012_1.sm;0;0;125;7;3600010;137;10;0;0;0;0;94;607;120;1,475;0,192;0,109;0,269;0,007;0,743;0,230;4;0,750;3,000;0,204;0,255;0;0,000;0,000;0,000;0,000;1,000
112;j12012_2.sm;0;0;111;5;0;117;3;15000;0;0;0;72;627;120;1,475;0,172;0,118;0,388;0,007;0,786;0,331;4;0,750;3,000;0,200;0,205;0;0,000;0,000;0,000;0,000;1,000
113;j12012_3.sm;0;0;132;5;0;136;3;15000;0;0;0;84;647;120;1,475;0,180;0,118;0,439;0,007;0,800;0,263;4;0,750;3,000;0,198;0,224;0;0,000;0,000;0,000;0,000;1,000
114;j12012_4.sm;0;0;121;2;53;125;3;16000;0;0;0;94;632;120;1,475;0,184;0,143;0,464;0,007;0,783;0,418;4;0,750;3,000;0,198;0,220;0;0,000;0,000;0,000;0,000;1,000
115;j12012_5.sm;0;0;154;5;0;162;3;16000;0;0;0;98;728;120;1,475;0,187;0,109;0,305;0,006;0,749;0,252;4;0,750;3,000;0,199;0,258;0;0,000;0,000;0,000;0,000;1,000
116;j12012_6.sm;0;0;115;7;3600010;121;3;15000;0;0;0;82;662;120;1,475;0,178;0,109;0,366;0,004;0,764;0,262;4;0,750;3,000;0,201;0,207;0;0,000;0,000;0,000;0,000;1,000
117;j12012_7.sm;0;0;116;5;0;119;9;0;0;0;0;83;681;120;1,475;0,173;0,109;0,402;0,004;0,760;0,293;4;0,750;3,000;0,201;0,196;0;0,000;0,000;0,000;0,000;1,000
118;j12012_8.sm;0;0;113;5;0;119;3;1000;0;0;0;72;689;120;1,475;0,164;0,101;0,444;0,008;0,803;0,276;4;0,750;3,000;0,200;0,198;0;0,000;0,000;0,000;0,000;1,000
119;j12012_9.sm;0;0;101;5;0;105;3;16000;0;0;0;77;605;120;1,475;0,159;0,092;0,343;0,003;0,752;0,201;4;0,750;3,000;0,199;0,198;0;0,000;0,000;0,000;0,000;1,000
120;j12012_10.sm;0;0;142;2;53;143;10;0;0;0;0;84;704;120;1,475;0,174;0,118;0,408;0,006;0,801;0,326;4;0,750;3,000;0,198;0,220;0;0,000;0,000;0,000;0,000;1,000
121;j12013_1.sm;0;0;123;5;0;126;3;16000;0;0;0;121;688;120;1,475;0,191;0,143;0,401;0,006;0,746;0,405;4;0,750;3,000;0,302;0,190;0;0,000;0,000;0,000;0,000;1,000
122;j12013_2.sm;0;0;88;2;53;88;3;16000;0;0;0;72;635;120;1,475;0,175;0,118;0,459;0,002;0,762;0,316;4;0,750;3,000;0,303;0,137;0;0,000;0,000;0,000;0,000;1,000
123;j12013_3.sm;0;0;115;5;0;118;3;15000;0;0;0;106;682;120;1,475;0,188;0,118;0,469;0,008;0,809;0,265;4;0,750;3,000;0,299;0,188;0;0,000;0,000;0,000;0,000;1,000
